type,epoch,loss,loss_lora,rel_change,lr
train,1,2.5227603552476414,3.9071748243830595,0.5487697102325519,2.9919137466307274e-05
val,1,2.7949505127393284,2.536295805221949,-0.09254357325413681,2.9919137466307274e-05
train,2,2.548896968204056,2.2624731202009873,-0.1123716853117378,5.991913746630727e-05
val,2,2.807078074186276,2.428187853250748,-0.1349767305796657,5.991913746630727e-05
train,3,2.5396807209822048,2.1882740782920242,-0.1383664646453182,8.991913746630726e-05
val,3,2.790940834925725,2.371748603307284,-0.15019746258060573,8.991913746630726e-05
train,4,2.5470230428356366,2.1738151366498593,-0.14652710238941527,0.00011991913746630727
val,4,2.8107777344874845,2.370369330430642,-0.1566856029394107,0.00011991913746630727
train,5,2.574458641183344,2.1849864065807783,-0.1512831584754245,0.00014991913746630726
val,5,2.7990905321561375,2.334342565291967,-0.1660353466688966,0.00014991913746630726
train,6,2.5036496116787275,2.1157171202477096,-0.15494679831452307,0.00017991913746630728
val,6,2.8029498350925937,2.320462636458568,-0.17213550973811378,0.00017991913746630728
train,7,2.5710510847703465,2.1629479034249033,-0.15873009438157318,0.00020991913746630725
val,7,2.817028760910034,2.3173806759027333,-0.17736705139137124,0.00020991913746630725
train,8,2.557676066928154,2.141809472497904,-0.16259549041709495,0.00023991913746630725
val,8,2.7871573521540713,2.2997828477468247,-0.1748643663877019,0.00023991913746630725
train,9,2.544318963253916,2.1284530676921425,-0.16344880558132724,0.00026991913746630725
val,9,2.7844139826603427,2.2989263167748084,-0.1743590101575627,0.00026991913746630725
train,10,2.5204876211454286,2.1049700943286207,-0.1648560077545539,0.0002999191374663072
val,10,2.7856628619707546,2.300968194619203,-0.1739961694462365,0.0002999191374663072
train,11,2.5537206850283227,2.132692491269176,-0.16486853720044845,0.0002999182043388158
val,11,2.7898104710456653,2.2930554426633396,-0.17806049319046896,0.0002999182043388158
train,12,2.5514787223461184,2.1240830733127027,-0.16750899989493923,0.00029967203222574607
val,12,2.7858594289192786,2.288830203887744,-0.17841145173083903,0.00029967203222574607
train,13,2.546879235303627,2.118241308191716,-0.1682992743316354,0.0002992617829860455
val,13,2.8050393599730272,2.304847524716304,-0.17831900770958634,0.0002992617829860455
train,14,2.5364655002429477,2.104967824211018,-0.17011769960624346,0.0002986879564452187
val,14,2.8187429201908603,2.311189889907837,-0.18006361156506473,0.0002986879564452187
train,15,2.5006368754687656,2.0727139833481165,-0.1711255625791055,0.00029795125172251444
val,15,2.7971306152832813,2.2932791801599355,-0.18013153635741747,0.00029795125172251444
train,16,2.554710584830724,2.1164525817989337,-0.17154898313494454,0.00029705256637915664
val,16,2.784082904840127,2.2742642714427066,-0.1831190560134186,0.00029705256637915664
train,17,2.5390062933019553,2.1008492171603717,-0.17257029937163496,0.00029599299532480437
val,17,2.803500438347841,2.2839547181740785,-0.18532036345246342,0.00029599299532480437
train,18,2.4924275807614595,2.060637436787073,-0.17324079837155015,0.00029477382948357294
val,18,2.8145151077172694,2.296478592432462,-0.1840588859744882,0.00029477382948357294
train,19,2.577995119069143,2.132224787277674,-0.17291356701731334,0.00029339655422124173
val,19,2.7898692045456324,2.274751137464474,-0.18463878745349713,0.00029339655422124173
train,20,2.572629219116869,2.125773365285519,-0.17369617452481037,0.00029186284753556494
val,20,2.7893062432607016,2.2765399034206686,-0.18383293016997973,0.00029186284753556494
train,21,2.5327498164138382,2.091568479319467,-0.17419065011286713,0.00029017457801188963
val,21,2.8095919352311354,2.2830780194355893,-0.18739871409555126,0.00029017457801188963
train,22,2.505072736033211,2.0650012113977314,-0.17567215446699322,0.0002883338025465725
val,22,2.8036669125923743,2.2820116464908304,-0.186061783501665,0.0002883338025465725
train,23,2.5316722563334872,2.0863520813116807,-0.17589961493149384,0.00028634276384096826
val,23,2.8224239899561954,2.296999977185176,-0.18616055370871978,0.00028634276384096826
train,24,2.5357365739956057,2.0890413567704975,-0.17615994571598678,0.00028420388766904365
val,24,2.8168389674944754,2.292025077037322,-0.18631306102810885,0.00028420388766904365
train,25,2.529410317259015,2.0825809343163217,-0.1766535780667243,0.0002819197799219456
val,25,2.8082714814406176,2.284589409828186,-0.18647843524864177,0.0002819197799219456
train,26,2.524653757678852,2.0786180248800314,-0.1766720412421632,0.0002794932234331241
val,26,2.7929381346091247,2.2719436394862638,-0.18653993393798346,0.0002794932234331241
train,27,2.5472902538320126,2.0949145552283026,-0.1775909509814122,0.00027692717458787844
val,27,2.780756268745814,2.262509593596825,-0.18636896767034175,0.00027692717458787844
train,28,2.5297664024759174,2.079582047269672,-0.1779549110801866,0.00027422475972145696
val,28,2.780349386044038,2.2635931204526853,-0.18586019015639194,0.00027422475972145696
train,29,2.525781750679016,2.0737478925854047,-0.17896790091704848,0.00027138927131009936
val,29,2.8035145845168676,2.2834080763352222,-0.18551945870161252,0.00027138927131009936
train,30,2.5239470278156415,2.074860336966913,-0.17793031545412105,0.0002684241639596613
val,30,2.830231635998457,2.3068606547820263,-0.18492160661323198,0.0002684241639596613
train,31,2.5090353273638497,2.061987883961104,-0.17817502947335612,0.0002653330501967096
val,31,2.811122790361062,2.284749388694763,-0.18724667718932733,0.0002653330501967096
train,32,2.5322580742386154,2.0793096569349183,-0.17887134882169817,0.00026211969606721483
val,32,2.8103543367141333,2.281516909599304,-0.18817464410311543,0.00026211969606721483
train,33,2.536256920295263,2.0808383023963786,-0.1795632825107742,0.0002587880165482045
val,33,2.8261217245688806,2.301959071403895,-0.18547065705209342,0.0002587880165482045
train,34,2.5318253528718357,2.0757857233366233,-0.1801228623522271,0.00025534207077796653
val,34,2.798502961794535,2.2741059920726676,-0.18738481855513167,0.00025534207077796653
train,35,2.516262776768111,2.0596615214232163,-0.1814600842012826,0.0002517860571106149
val,35,2.8004545340171227,2.2681959989743357,-0.1900614805837561,0.0002517860571106149
train,36,2.563792408315962,2.1023770053431674,-0.17997377692364613,0.0002481243080010413
val,36,2.787261901757656,2.2618822715221305,-0.18849309779759826,0.0002481243080010413
train,37,2.5480585172169934,2.087501237655907,-0.18074831345086617,0.00024436128472648643
val,37,2.819309738966135,2.2858071357775955,-0.18923163915440502,0.00024436128472648643
train,38,2.5198662891542174,2.0660230043442103,-0.18010609799551616,0.00024050157195116108
val,38,2.810519291804387,2.27735745601165,-0.18970225087849893,0.00024050157195116108
train,39,2.5254022985134483,2.0706724654632116,-0.1800623343527915,0.00023654987214053892
val,39,2.8045826844680004,2.264797705870408,-0.1924653466581549,0.00023654987214053892
train,40,2.5385304705473293,2.0782896254583187,-0.18130207631101572,0.00023251099983212636
val,40,2.7914701516811666,2.2565340323325915,-0.19163239808471857,0.00023251099983212636
train,41,2.565027484996621,2.0989391096840007,-0.18170892048481663,0.0002283898757696907
val,41,2.819300819665958,2.282217698219495,-0.19050224002350302,0.0002283898757696907
train,42,2.5578318304128724,2.0909566606151446,-0.18252770344263294,0.00022419152090809148
val,42,2.8122761983137865,2.278009157914382,-0.18997673155991784,0.00022419152090809148
train,43,2.5306859697614397,2.0708767496993277,-0.18169351138634435,0.0002199210502960206
val,43,2.785472720097273,2.253655033233838,-0.19092546949979208,0.0002199210502960206
train,44,2.5595275497822105,2.0883356249236034,-0.18409332022962627,0.00021558366684410325
val,44,2.798225231659718,2.263471401654757,-0.1911046415973389,0.00021558366684410325
train,45,2.573010795842605,2.1012657312048733,-0.18334360096738173,0.00021118465498595293
val,45,2.822740450883523,2.2846238307463818,-0.1906362379044484,0.00021118465498595293
train,46,2.5580207462902016,2.0891927650996616,-0.18327763051588347,0.00020672937423990293
val,46,2.8066701277708397,2.266735483438541,-0.1923755267816723,0.00020672937423990293
train,47,2.5448610676588075,2.0781723190189374,-0.18338476491732775,0.00020222325267925896
val,47,2.7971574709965634,2.2659574380287757,-0.1899070890630027,0.00020222325267925896
train,48,2.5355718592106493,2.0710180181698656,-0.18321462251336243,0.00019767178031902786
val,48,2.8140336030568833,2.2775734815842066,-0.19063742554101712,0.00019767178031902786
train,49,2.5395264153210624,2.070796958841082,-0.18457356995860213,0.00019308050242717995
val,49,2.8259831758645864,2.2930164673389535,-0.18859514560364504,0.00019308050242717995
train,50,2.5362774162600945,2.07017391293518,-0.1837746534888973,0.00018845501276859437
val,50,2.800151418416928,2.2716438739727707,-0.1887424876269549,0.00018845501276859437
train,51,2.53436898542543,2.0671761408649045,-0.1843428669018771,0.00018380094678991797
val,51,2.789681138136448,2.260832899656051,-0.18957300576426306,0.00018380094678991797
train,52,2.5579426474969664,2.0862637157388773,-0.18439777460203927,0.0001791239747536419
val,52,2.7925987793849063,2.2635071736115675,-0.18946209161126817,0.0001791239747536419
train,53,2.522555760938845,2.0573232360284606,-0.18442903507402908,0.0001744297948297601
val,53,2.792565101232284,2.25636581885509,-0.19200959080258634,0.0001744297948297601
